Benefits,Building,Customer,Date,Department,Employee Name,Hire Date,Month,Product,Region,Salesperson,Status,Item Cost,Job Rating,No.Items,Salary,Total Cost,Years
DMR,South,B&B Spaces,2/16/2014,Sales,"Maynard, Susan",1/14/2012,Jan,30 Day H+ Supplement Pack,NE,"Maynard, Susan",Full Time,79,5,15,39110,1185,4
DMR,South,B&B Spaces,3/20/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"V-neck sweater, Case of 12",NE,"Maynard, Susan",Full Time,340,5,16,39110,5440,4
DMR,South,B&B Spaces,6/10/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"V-neck sweater, Case of 12",NE,"Maynard, Susan",Full Time,340,5,18,39110,6120,4
DMR,South,B&B Spaces,3/1/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"V-neck sweater, Case of 12",NE,"Maynard, Susan",Full Time,340,5,20,39110,6800,4
DMR,South,B&B Spaces,8/11/2014,Sales,"Maynard, Susan",1/14/2012,Jan,"V-neck sweater, Case of 12",NE,"Maynard, Susan",Full Time,340,5,20,39110,6800,4
DMR,North,B&B Spaces,4/30/2015,Sales,"McCullough, Scott",5/17/2012,May,"Thermal Vest, Case of 12",NW,"McCullough, Scott",Full Time,799,5,20,48550,15980,3
DMR,North,B&B Spaces,7/7/2015,Sales,"McCullough, Scott",5/17/2012,May,"Polo Sweatshirt, Case of 12",NW,"McCullough, Scott",Full Time,340,5,9,48550,3060,3
DMR,North,B&B Spaces,8/5/2015,Sales,"McCullough, Scott",5/17/2012,May,"Polo Sweatshirt, Case of 12",NW,"McCullough, Scott",Full Time,340,5,16,48550,5440,3
DMR,North,B&B Spaces,10/5/2015,Sales,"McCullough, Scott",5/17/2012,May,90 Day H+ Supplement Pack,NW,"McCullough, Scott",Full Time,168,5,6,48550,1008,3
DMR,North,B&B Spaces,9/20/2015,Sales,"McCullough, Scott",5/17/2012,May,90 Day H+ Supplement Pack,NW,"McCullough, Scott",Full Time,168,5,20,48550,3360,3
DMR,North,B&B Spaces,5/7/2015,Sales,"McCullough, Scott",5/17/2012,May,30 Day H+ Supplement Pack,NW,"McCullough, Scott",Full Time,79,5,8,48550,632,3
DMR,North,B&B Spaces,10/22/2015,Sales,"McCullough, Scott",5/17/2012,May,"V-neck sweater, Case of 12",NW,"McCullough, Scott",Full Time,340,5,18,48550,6120,3
,North,B&B Spaces,3/26/2015,Sales,"Norman, Rita",1/17/2006,Jan,"Thermal Vest, Case of 12",SE,"Norman, Rita",Contract,799,4,7,54190,5593,10
,North,B&B Spaces,9/11/2014,Sales,"Norman, Rita",1/17/2006,Jan,"Thermal Vest, Case of 12",SE,"Norman, Rita",Contract,799,4,13,54190,10387,10
,North,B&B Spaces,11/24/2015,Sales,"Norman, Rita",1/17/2006,Jan,"Thermal Vest, Case of 12",SE,"Norman, Rita",Contract,799,4,18,54190,14382,10
,North,B&B Spaces,9/21/2015,Sales,"Norman, Rita",1/17/2006,Jan,"Thermal Vest, Case of 12",SE,"Norman, Rita",Contract,799,4,19,54190,15181,10
,North,B&B Spaces,5/24/2015,Sales,"Norman, Rita",1/17/2006,Jan,"Thermal Vest, Case of 12",SE,"Norman, Rita",Contract,799,4,20,54190,15980,10
,North,B&B Spaces,6/9/2015,Sales,"Norman, Rita",1/17/2006,Jan,"Polo Sweatshirt, Case of 12",SE,"Norman, Rita",Contract,340,4,8,54190,2720,10
,North,B&B Spaces,12/10/2015,Sales,"Norman, Rita",1/17/2006,Jan,90 Day H+ Supplement Pack,SE,"Norman, Rita",Contract,168,4,6,54190,1008,10
,North,B&B Spaces,1/8/2015,Sales,"Norman, Rita",1/17/2006,Jan,90 Day H+ Supplement Pack,SE,"Norman, Rita",Contract,168,4,6,54190,1008,10
,North,B&B Spaces,5/26/2015,Sales,"Norman, Rita",1/17/2006,Jan,90 Day H+ Supplement Pack,SE,"Norman, Rita",Contract,168,4,17,54190,2856,10
,North,B&B Spaces,9/2/2014,Sales,"Norman, Rita",1/17/2006,Jan,30 Day H+ Supplement Pack,SE,"Norman, Rita",Contract,79,4,11,54190,869,10
,North,B&B Spaces,12/30/2014,Sales,"Norman, Rita",1/17/2006,Jan,"V-neck sweater, Case of 12",SE,"Norman, Rita",Contract,340,4,12,54190,4080,10
,North,B&B Spaces,1/11/2014,Sales,"Norman, Rita",1/17/2006,Jan,"V-neck sweater, Case of 12",SE,"Norman, Rita",Contract,340,4,13,54190,4420,10
DMR,Main,B&B Spaces,5/21/2015,Sales,"Owen, Robert",6/15/1998,Jun,"Thermal Vest, Case of 12",SW,"Owen, Robert",Half-Time,799,3,7,20500,5593,17
DMR,Main,B&B Spaces,10/31/2015,Sales,"Owen, Robert",6/15/1998,Jun,"Thermal Vest, Case of 12",SW,"Owen, Robert",Half-Time,799,3,8,20500,6392,17
DMR,Main,B&B Spaces,3/30/2015,Sales,"Owen, Robert",6/15/1998,Jun,"Thermal Vest, Case of 12",SW,"Owen, Robert",Half-Time,799,3,12,20500,9588,17
DMR,Main,B&B Spaces,2/16/2014,Sales,"Owen, Robert",6/15/1998,Jun,"Thermal Vest, Case of 12",SW,"Owen, Robert",Half-Time,799,3,14,20500,11186,17
DMR,Main,B&B Spaces,2/20/2014,Sales,"Owen, Robert",6/15/1998,Jun,"Thermal Vest, Case of 12",SW,"Owen, Robert",Half-Time,799,3,17,20500,13583,17
DMR,Main,B&B Spaces,1/5/2015,Sales,"Owen, Robert",6/15/1998,Jun,"Thermal Vest, Case of 12",SW,"Owen, Robert",Half-Time,799,3,18,20500,14382,17
DMR,Main,B&B Spaces,2/8/2015,Sales,"Owen, Robert",6/15/1998,Jun,"Polo Sweatshirt, Case of 12",SW,"Owen, Robert",Half-Time,340,3,11,20500,3740,17
DMR,Main,B&B Spaces,2/1/2015,Sales,"Owen, Robert",6/15/1998,Jun,"Polo Sweatshirt, Case of 12",SW,"Owen, Robert",Half-Time,340,3,13,20500,4420,17
DMR,Main,B&B Spaces,2/19/2014,Sales,"Owen, Robert",6/15/1998,Jun,"Polo Sweatshirt, Case of 12",SW,"Owen, Robert",Half-Time,340,3,18,20500,6120,17
DMR,Main,B&B Spaces,5/18/2014,Sales,"Owen, Robert",6/15/1998,Jun,"Polo Sweatshirt, Case of 12",SW,"Owen, Robert",Half-Time,340,3,18,20500,6120,17
DMR,Main,B&B Spaces,8/10/2015,Sales,"Owen, Robert",6/15/1998,Jun,90 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,168,3,8,20500,1344,17
DMR,Main,B&B Spaces,7/27/2014,Sales,"Owen, Robert",6/15/1998,Jun,90 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,168,3,12,20500,2016,17
DMR,Main,B&B Spaces,12/21/2014,Sales,"Owen, Robert",6/15/1998,Jun,90 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,168,3,19,20500,3192,17
DMR,Main,B&B Spaces,9/11/2014,Sales,"Owen, Robert",6/15/1998,Jun,30 Day H+ Supplement Pack,SW,"Owen, Robert",Half-Time,79,3,13,20500,1027,17
DMR,Main,B&B Spaces,8/18/2014,Sales,"Owen, Robert",6/15/1998,Jun,"V-neck sweater, Case of 12",SW,"Owen, Robert",Half-Time,340,3,6,20500,2040,17
DMR,Main,B&B Spaces,9/30/2014,Sales,"Owen, Robert",6/15/1998,Jun,"V-neck sweater, Case of 12",SW,"Owen, Robert",Half-Time,340,3,6,20500,2040,17
DMR,Main,B&B Spaces,12/13/2015,Sales,"Owen, Robert",6/15/1998,Jun,"V-neck sweater, Case of 12",SW,"Owen, Robert",Half-Time,340,3,11,20500,3740,17
DMR,Main,B&B Spaces,4/9/2015,Sales,"Owen, Robert",6/15/1998,Jun,"V-neck sweater, Case of 12",SW,"Owen, Robert",Half-Time,340,3,15,20500,5100,17
DMR,Main,B&B Spaces,5/28/2015,Sales,"Owen, Robert",6/15/1998,Jun,"V-neck sweater, Case of 12",SW,"Owen, Robert",Half-Time,340,3,20,20500,6800,17
DMR,Main,B&B Spaces,12/20/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,9,71820,7191,15
DMR,Main,B&B Spaces,8/12/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,16,71820,12784,15
DMR,Main,B&B Spaces,6/22/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,17,71820,13583,15
DMR,Main,B&B Spaces,6/16/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Thermal Vest, Case of 12",NE,"Vaughn, Harlon",Full Time,799,2,19,71820,15181,15
DMR,Main,B&B Spaces,11/19/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,8,71820,2720,15
DMR,Main,B&B Spaces,1/3/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,9,71820,3060,15
DMR,Main,B&B Spaces,2/3/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,15,71820,5100,15
DMR,Main,B&B Spaces,2/3/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"Polo Sweatshirt, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,17,71820,5780,15
DMR,Main,B&B Spaces,6/3/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,6,71820,1008,15
DMR,Main,B&B Spaces,7/2/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,8,71820,1344,15
DMR,Main,B&B Spaces,2/9/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,8,71820,1344,15
DMR,Main,B&B Spaces,10/7/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,8,71820,1344,15
DMR,Main,B&B Spaces,11/5/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,9,71820,1512,15
DMR,Main,B&B Spaces,1/31/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,13,71820,2184,15
DMR,Main,B&B Spaces,2/9/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,13,71820,2184,15
DMR,Main,B&B Spaces,7/23/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,17,71820,2856,15
DMR,Main,B&B Spaces,9/15/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,20,71820,3360,15
DMR,Main,B&B Spaces,1/5/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,20,71820,3360,15
DMR,Main,B&B Spaces,12/25/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,90 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,168,2,20,71820,3360,15
DMR,Main,B&B Spaces,2/9/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,8,71820,632,15
DMR,Main,B&B Spaces,12/29/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,9,71820,711,15
DMR,Main,B&B Spaces,8/23/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,12,71820,948,15
DMR,Main,B&B Spaces,2/9/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,14,71820,1106,15
DMR,Main,B&B Spaces,5/16/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,17,71820,1343,15
DMR,Main,B&B Spaces,9/30/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,20,71820,1580,15
DMR,Main,B&B Spaces,2/16/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,20,71820,1580,15
DMR,Main,B&B Spaces,3/24/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,20,71820,1580,15
DMR,Main,B&B Spaces,12/27/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,30 Day H+ Supplement Pack,NE,"Vaughn, Harlon",Full Time,79,2,20,71820,1580,15
DMR,Main,B&B Spaces,11/22/2014,Sales,"Vaughn, Harlon",1/7/2001,Jan,"V-neck sweater, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,8,71820,2720,15
DMR,Main,B&B Spaces,12/12/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"V-neck sweater, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,13,71820,4420,15
DMR,Main,B&B Spaces,10/24/2015,Sales,"Vaughn, Harlon",1/7/2001,Jan,"V-neck sweater, Case of 12",NE,"Vaughn, Harlon",Full Time,340,2,16,71820,5440,15
R,North,Home Fitness,5/8/2014,Sales,"Arnold, Cole",2/26/2010,Feb,"Thermal Vest, Case of 12",NE,"Arnold, Cole",Full Time,799,5,6,22860,4794,6
R,North,Home Fitness,2/4/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"Thermal Vest, Case of 12",NE,"Arnold, Cole",Full Time,799,5,6,22860,4794,6
R,North,Home Fitness,8/13/2014,Sales,"Arnold, Cole",2/26/2010,Feb,"Thermal Vest, Case of 12",NE,"Arnold, Cole",Full Time,799,5,9,22860,7191,6
R,North,Home Fitness,3/30/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"Polo Sweatshirt, Case of 12",NW,"Arnold, Cole",Full Time,340,5,4,22860,1360,6
R,North,Home Fitness,12/30/2014,Sales,"Arnold, Cole",2/26/2010,Feb,"Polo Sweatshirt, Case of 12",NW,"Arnold, Cole",Full Time,340,5,4,22860,1360,6
R,North,Home Fitness,1/6/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"Polo Sweatshirt, Case of 12",NW,"Arnold, Cole",Full Time,340,5,7,22860,2380,6
R,North,Home Fitness,8/14/2014,Sales,"Arnold, Cole",2/26/2010,Feb,"Polo Sweatshirt, Case of 12",NW,"Arnold, Cole",Full Time,340,5,15,22860,5100,6
R,North,Home Fitness,12/22/2014,Sales,"Arnold, Cole",2/26/2010,Feb,90 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,168,5,12,22860,2016,6
R,North,Home Fitness,5/26/2015,Sales,"Arnold, Cole",2/26/2010,Feb,90 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,168,5,13,22860,2184,6
R,North,Home Fitness,5/20/2015,Sales,"Arnold, Cole",2/26/2010,Feb,30 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,79,5,2,22860,158,6
R,North,Home Fitness,12/21/2014,Sales,"Arnold, Cole",2/26/2010,Feb,30 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,79,5,3,22860,237,6
R,North,Home Fitness,8/20/2014,Sales,"Arnold, Cole",2/26/2010,Feb,30 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,79,5,9,22860,711,6
R,North,Home Fitness,8/27/2014,Sales,"Arnold, Cole",2/26/2010,Feb,30 Day H+ Supplement Pack,NE,"Arnold, Cole",Full Time,79,5,12,22860,948,6
R,North,Home Fitness,4/20/2014,Sales,"Arnold, Cole",2/26/2010,Feb,"V-neck sweater, Case of 12",NE,"Arnold, Cole",Full Time,340,5,1,22860,340,6
R,North,Home Fitness,4/7/2015,Sales,"Arnold, Cole",2/26/2010,Feb,"V-neck sweater, Case of 12",NE,"Arnold, Cole",Full Time,340,5,6,22860,2040,6
,Watson,Home Fitness,7/10/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"Thermal Vest, Case of 12",SE,"Byrd, Asa",Hourly,799,2,3,11044,2397,12
,Watson,Home Fitness,10/19/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"Thermal Vest, Case of 12",SE,"Byrd, Asa",Hourly,799,2,5,11044,3995,12
,Watson,Home Fitness,10/5/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Thermal Vest, Case of 12",SE,"Byrd, Asa",Hourly,799,2,15,11044,11985,12
,Watson,Home Fitness,5/7/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,2,11044,680,12
,Watson,Home Fitness,10/22/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,5,11044,1700,12
,Watson,Home Fitness,11/4/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,6,11044,2040,12
,Watson,Home Fitness,4/5/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,10,11044,3400,12
,Watson,Home Fitness,11/8/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,10,11044,3400,12
,Watson,Home Fitness,1/25/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"Polo Sweatshirt, Case of 12",SE,"Byrd, Asa",Hourly,340,2,15,11044,5100,12
,Watson,Home Fitness,9/3/2015,Sales,"Byrd, Asa",7/25/2003,Jul,90 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,168,2,3,11044,504,12
,Watson,Home Fitness,1/7/2015,Sales,"Byrd, Asa",7/25/2003,Jul,90 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,168,2,6,11044,1008,12
,Watson,Home Fitness,7/2/2014,Sales,"Byrd, Asa",7/25/2003,Jul,90 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,168,2,7,11044,1176,12
,Watson,Home Fitness,9/26/2015,Sales,"Byrd, Asa",7/25/2003,Jul,90 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,168,2,10,11044,1680,12
,Watson,Home Fitness,6/9/2014,Sales,"Byrd, Asa",7/25/2003,Jul,30 Day H+ Supplement Pack,SE,"Byrd, Asa",Hourly,79,2,14,11044,1106,12
,Watson,Home Fitness,8/23/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"V-neck sweater, Case of 12",SE,"Byrd, Asa",Hourly,340,2,8,11044,2720,12
,Watson,Home Fitness,9/14/2014,Sales,"Byrd, Asa",7/25/2003,Jul,"V-neck sweater, Case of 12",SE,"Byrd, Asa",Hourly,340,2,9,11044,3060,12
,Watson,Home Fitness,12/21/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"V-neck sweater, Case of 12",SE,"Byrd, Asa",Hourly,340,2,12,11044,4080,12
,Watson,Home Fitness,12/1/2015,Sales,"Byrd, Asa",7/25/2003,Jul,"V-neck sweater, Case of 12",SE,"Byrd, Asa",Hourly,340,2,13,11044,4420,12
,Main,Home Fitness,11/9/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,1,35312,799,5
,Main,Home Fitness,7/2/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,2,35312,1598,5
,Main,Home Fitness,11/17/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,5,35312,3995,5
,Main,Home Fitness,1/29/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Thermal Vest, Case of 12",NW,"Christensen, Jill",Hourly,799,3,5,35312,3995,5
,Main,Home Fitness,8/19/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Polo Sweatshirt, Case of 12",NW,"Christensen, Jill",Hourly,340,3,1,35312,340,5
,Main,Home Fitness,3/10/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"Polo Sweatshirt, Case of 12",NW,"Christensen, Jill",Hourly,340,3,2,35312,680,5
,Main,Home Fitness,5/16/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"Polo Sweatshirt, Case of 12",NW,"Christensen, Jill",Hourly,340,3,8,35312,2720,5
,Main,Home Fitness,7/13/2015,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,4,35312,672,5
,Main,Home Fitness,9/6/2015,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,6,35312,1008,5
,Main,Home Fitness,2/17/2014,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,8,35312,1344,5
,Main,Home Fitness,1/24/2015,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,11,35312,1848,5
,Main,Home Fitness,10/26/2014,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,12,35312,2016,5
,Main,Home Fitness,8/25/2015,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,13,35312,2184,5
,Main,Home Fitness,3/28/2015,Sales,"Christensen, Jill",11/12/2010,Nov,90 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,168,3,14,35312,2352,5
,Main,Home Fitness,4/1/2015,Sales,"Christensen, Jill",11/12/2010,Nov,30 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,79,3,2,35312,158,5
,Main,Home Fitness,9/23/2014,Sales,"Christensen, Jill",11/12/2010,Nov,30 Day H+ Supplement Pack,NW,"Christensen, Jill",Hourly,79,3,3,35312,237,5
,Main,Home Fitness,4/2/2014,Sales,"Christensen, Jill",11/12/2010,Nov,"V-neck sweater, Case of 12",NW,"Christensen, Jill",Hourly,340,3,3,35312,1020,5
,Main,Home Fitness,3/24/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"V-neck sweater, Case of 12",NW,"Christensen, Jill",Hourly,340,3,4,35312,1360,5
,Main,Home Fitness,1/21/2015,Sales,"Christensen, Jill",11/12/2010,Nov,"V-neck sweater, Case of 12",NW,"Christensen, Jill",Hourly,340,3,11,35312,3740,5
D,South,Home Fitness,6/11/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"Thermal Vest, Case of 12",SW,"Kelly, Icelita",Full Time,799,5,10,45450,7990,16
D,South,Home Fitness,8/19/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"Thermal Vest, Case of 12",SW,"Kelly, Icelita",Full Time,799,5,13,45450,10387,16
D,South,Home Fitness,2/8/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,"Polo Sweatshirt, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,7,45450,2380,16
D,South,Home Fitness,2/20/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"Polo Sweatshirt, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,12,45450,4080,16
D,South,Home Fitness,5/4/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,90 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,168,5,3,45450,504,16
D,South,Home Fitness,1/31/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,30 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,79,5,8,45450,632,16
D,South,Home Fitness,5/3/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,30 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,79,5,11,45450,869,16
D,South,Home Fitness,7/5/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,30 Day H+ Supplement Pack,SW,"Kelly, Icelita",Full Time,79,5,14,45450,1106,16
D,South,Home Fitness,3/18/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"V-neck sweater, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,1,45450,340,16
D,South,Home Fitness,5/24/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"V-neck sweater, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,3,45450,1020,16
D,South,Home Fitness,5/7/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,"V-neck sweater, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,8,45450,2720,16
D,South,Home Fitness,8/16/2014,Sales,"Kelly, Icelita",2/11/2000,Feb,"V-neck sweater, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,10,45450,3400,16
D,South,Home Fitness,4/5/2015,Sales,"Kelly, Icelita",2/11/2000,Feb,"V-neck sweater, Case of 12",SW,"Kelly, Icelita",Full Time,340,5,10,45450,3400,16
R,Main,Home Fitness,2/13/2014,Sales,"Leon, Emily",1/15/1999,Jan,"Thermal Vest, Case of 12",SW,"Leon, Emily",Full Time,799,2,1,23520,799,17
R,Main,Home Fitness,3/10/2014,Sales,"Leon, Emily",1/15/1999,Jan,"Polo Sweatshirt, Case of 12",SW,"Leon, Emily",Full Time,340,2,9,23520,3060,17
R,Main,Home Fitness,11/9/2014,Sales,"Leon, Emily",1/15/1999,Jan,90 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,168,2,1,23520,168,17
R,Main,Home Fitness,10/4/2015,Sales,"Leon, Emily",1/15/1999,Jan,30 Day H+ Supplement Pack,SW,"Leon, Emily",Full Time,79,2,15,23520,1185,17
R,Main,Home Fitness,12/27/2014,Sales,"Leon, Emily",1/15/1999,Jan,"V-neck sweater, Case of 12",SW,"Leon, Emily",Full Time,340,2,6,23520,2040,17
,Taft,Home Fitness,2/16/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"Thermal Vest, Case of 12",NE,"Livingston, Lynette",Contract,799,2,5,74020,3995,5
,Taft,Home Fitness,3/18/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"Thermal Vest, Case of 12",NE,"Livingston, Lynette",Contract,799,2,9,74020,7191,5
,Taft,Home Fitness,2/18/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,"Thermal Vest, Case of 12",NE,"Livingston, Lynette",Contract,799,2,14,74020,11186,5
,Taft,Home Fitness,4/10/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,90 Day H+ Supplement Pack,NE,"Livingston, Lynette",Contract,168,2,10,74020,1680,5
,Taft,Home Fitness,11/20/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,30 Day H+ Supplement Pack,NE,"Livingston, Lynette",Contract,79,2,4,74020,316,5
,Taft,Home Fitness,4/16/2014,Sales,"Livingston, Lynette",6/4/2010,Jun,30 Day H+ Supplement Pack,NE,"Livingston, Lynette",Contract,79,2,8,74020,632,5
